# transcript_id	gene_id	transcript_biotype	number_of_samples_in_which_the_gene_is_expressed
ENST00000406189 ENSG00000176624 protein_coding 16
ENST00000406213 ENSG00000218537 protein_coding 16
ENST00000406220 ENSG00000217075 protein_coding 13
ENST00000406396 ENSG00000119537 protein_coding 16
ENST00000406438 ENSG00000176994 protein_coding 16
ENST00000406610 ENSG00000116117 protein_coding 15
ENST00000406829 ENSG00000219545 protein_coding 16
ENST00000406875 ENSG00000064393 protein_coding 16
ENST00000406900 ENSG00000096717 protein_coding 16
ENST00000406915 ENSG00000217442 protein_coding 1
ENST00000407008 ENSG00000087095 protein_coding 16
ENST00000407144 ENSG00000180891 protein_coding 16
ENST00000407280 ENSG00000216490 protein_coding 16
ENST00000407327 ENSG00000129353 protein_coding 16
ENST00000407384 ENSG00000219410 protein_coding 5
ENST00000407418 ENSG00000183741 protein_coding 16
ENST00000407426 ENSG00000163811 protein_coding 16
ENST00000407492 ENSG00000136244 protein_coding 7
ENST00000407721 ENSG00000172893 protein_coding 16
ENST00000407775 ENSG00000169946 protein_coding 15
ENST00000407877 ENSG00000064547 protein_coding 11
ENST00000407981 ENSG00000186205 protein_coding 8
ENST00000408886 ENSG00000221819 protein_coding 6
ENST00000408887 ENSG00000221949 protein_coding 4
ENST00000408895 ENSG00000221972 protein_coding 5
ENST00000408925 ENSG00000221821 protein_coding 16
ENST00000408931 ENSG00000164532 protein_coding 2
ENST00000408940 ENSG00000143322 protein_coding 10
ENST00000408941 ENSG00000116171 protein_coding 13
ENST00000408957 ENSG00000221944 protein_coding 2
ENST00000408959 ENSG00000221883 protein_coding 8
ENST00000408960 ENSG00000221962 protein_coding 2
ENST00000408964 ENSG00000221843 protein_coding 4
ENST00000408966 ENSG00000221990 protein_coding 16
ENST00000408967 ENSG00000221870 protein_coding 2
ENST00000408982 ENSG00000029725 protein_coding 16
ENST00000408991 ENSG00000221916 protein_coding 8
ENST00000409034 ENSG00000150551 protein_coding 2
ENST00000409035 ENSG00000141979 protein_coding 3
ENST00000409061 ENSG00000157999 protein_coding 12
ENST00000409072 ENSG00000164556 protein_coding 3
ENST00000409080 ENSG00000091409 protein_coding 16
ENST00000409185 ENSG00000152102 protein_coding 16
ENST00000409189 ENSG00000115009 protein_coding 4
ENST00000409223 ENSG00000168427 protein_coding 7
ENST00000409290 ENSG00000122574 protein_coding 15
ENST00000409345 ENSG00000222040 protein_coding 13
ENST00000409413 ENSG00000161992 protein_coding 2
ENST00000409537 ENSG00000119862 protein_coding 5
ENST00000409629 ENSG00000198612 protein_coding 15
ENST00000409645 ENSG00000152127 protein_coding 16
ENST00000409648 ENSG00000127526 protein_coding 16
ENST00000409652 ENSG00000221963 protein_coding 16
ENST00000409678 ENSG00000185269 protein_coding 3
ENST00000409687 ENSG00000186193 protein_coding 3
ENST00000409785 ENSG00000176407 protein_coding 16
ENST00000409786 ENSG00000222033 protein_coding 4
ENST00000409836 ENSG00000136732 protein_coding 15
ENST00000409885 ENSG00000204334 protein_coding 11
ENST00000409887 ENSG00000181350 retained_intron 16
ENST00000409892 ENSG00000138069 protein_coding 16
ENST00000409947 ENSG00000169967 protein_coding 16
ENST00000409974 ENSG00000222004 protein_coding 3
ENST00000409998 ENSG00000064989 protein_coding 16
ENST00000409999 ENSG00000187658 protein_coding 2
ENST00000410005 ENSG00000222018 protein_coding 14
ENST00000410009 ENSG00000116031 protein_coding 2
ENST00000410053 ENSG00000163510 protein_coding 16
ENST00000410095 ENSG00000115468 protein_coding 10
ENST00000411529 ENSG00000170144 protein_coding 16
ENST00000411720 ENSG00000188848 protein_coding 4
ENST00000411845 ENSG00000228998 protein_coding 16
ENST00000412082 ENSG00000102897 protein_coding 15
ENST00000412090 ENSG00000205867 protein_coding 2
ENST00000412403 ENSG00000228768 protein_coding 2
ENST00000412477 ENSG00000141480 protein_coding 16
ENST00000412510 ENSG00000198251 protein_coding 3
ENST00000412573 ENSG00000164647 nonsense_mediated_decay 10
ENST00000412610 ENSG00000225607 protein_coding 3
ENST00000412615 ENSG00000135148 protein_coding 16
ENST00000412676 ENSG00000174600 protein_coding 5
ENST00000413119 ENSG00000184113 protein_coding 5
ENST00000413364 ENSG00000189067 protein_coding 16
ENST00000413366 ENSG00000154229 protein_coding 16
ENST00000414004 ENSG00000233404 protein_coding 16
ENST00000414019 ENSG00000104687 protein_coding 16
ENST00000414645 ENSG00000156162 protein_coding 16
ENST00000414678 ENSG00000049618 protein_coding 16
ENST00000415091 ENSG00000215897 protein_coding 2
ENST00000415412 ENSG00000224113 protein_coding 13
ENST00000415425 ENSG00000104047 protein_coding 16
ENST00000415691 ENSG00000101076 protein_coding 3
ENST00000415831 ENSG00000167281 protein_coding 3
ENST00000415846 ENSG00000236320 protein_coding 3
ENST00000415868 ENSG00000011258 protein_coding 5
ENST00000415895 ENSG00000177752 protein_coding 1
ENST00000415912 ENSG00000117298 protein_coding 16
ENST00000416247 ENSG00000224531 protein_coding 16
ENST00000416415 ENSG00000143499 protein_coding 6
ENST00000416904 ENSG00000139651 protein_coding 16
ENST00000416967 ENSG00000100348 processed_transcript 16
ENST00000417108 ENSG00000104763 protein_coding 16
ENST00000417201 ENSG00000119446 protein_coding 16
ENST00000417640 ENSG00000123119 protein_coding 13
ENST00000418046 ENSG00000128610 protein_coding 1
ENST00000418094 ENSG00000188676 processed_transcript 2
ENST00000418100 ENSG00000196081 protein_coding 7
ENST00000418115 ENSG00000067560 protein_coding 16
ENST00000418210 ENSG00000180694 protein_coding 16
ENST00000418390 ENSG00000011007 protein_coding 16
ENST00000418460 ENSG00000212916 protein_coding 13
ENST00000418495 ENSG00000215472 protein_coding 16
ENST00000418788 ENSG00000224543 protein_coding 7
ENST00000418835 ENSG00000232056 protein_coding 2
ENST00000418842 ENSG00000115263 protein_coding 1
ENST00000418871 ENSG00000170949 protein_coding 16
ENST00000418947 ENSG00000027697 protein_coding 16
ENST00000418980 ENSG00000131115 protein_coding 16
ENST00000419036 ENSG00000033867 protein_coding 16
ENST00000419098 ENSG00000186777 protein_coding 2
ENST00000419115 ENSG00000228032 protein_coding 2
ENST00000419266 ENSG00000224916 protein_coding 2
ENST00000419445 ENSG00000164219 protein_coding 16
ENST00000419587 ENSG00000233280 protein_coding 16
ENST00000419625 ENSG00000104537 protein_coding 3
ENST00000419761 ENSG00000150051 protein_coding 6
ENST00000420022 ENSG00000224420 protein_coding 13
ENST00000420115 ENSG00000091527 protein_coding 16
ENST00000420189 ENSG00000144567 protein_coding 16
ENST00000420283 ENSG00000187189 protein_coding 16
ENST00000420338 ENSG00000197604 protein_coding 6
ENST00000420664 ENSG00000228368 protein_coding 2
ENST00000420723 ENSG00000231274 protein_coding 7
ENST00000420770 ENSG00000009709 protein_coding 2
ENST00000420892 ENSG00000166033 protein_coding 16
ENST00000421176 ENSG00000186026 protein_coding 15
ENST00000421367 ENSG00000107566 protein_coding 16
ENST00000421621 ENSG00000106636 retained_intron 13
ENST00000421646 ENSG00000168334 protein_coding 3
ENST00000421812 ENSG00000143067 protein_coding 16
ENST00000421832 ENSG00000142544 protein_coding 12
ENST00000421852 ENSG00000163900 protein_coding 16
ENST00000421952 ENSG00000181418 protein_coding 7
ENST00000421961 ENSG00000165730 protein_coding 13
ENST00000422115 ENSG00000160801 protein_coding 9
ENST00000422482 ENSG00000232013 protein_coding 4
ENST00000422622 ENSG00000123096 protein_coding 6
ENST00000422725 ENSG00000228594 protein_coding 10
ENST00000422783 ENSG00000235935 protein_coding 2
ENST00000422785 ENSG00000237240 protein_coding 8
ENST00000422840 ENSG00000090863 protein_coding 16
ENST00000422989 ENSG00000167378 protein_coding 16
ENST00000423087 ENSG00000118242 nonsense_mediated_decay 14
ENST00000423160 ENSG00000177098 processed_transcript 6
ENST00000423368 ENSG00000080802 protein_coding 16
ENST00000423431 ENSG00000114902 protein_coding 15
ENST00000423557 ENSG00000136634 protein_coding 8
ENST00000423585 ENSG00000154856 protein_coding 15
ENST00000423777 ENSG00000169136 protein_coding 16
ENST00000424236 ENSG00000132912 protein_coding 10
ENST00000424486 ENSG00000166292 protein_coding 13
ENST00000424649 ENSG00000089159 protein_coding 14
ENST00000424679 ENSG00000171606 protein_coding 16
ENST00000424728 ENSG00000188738 protein_coding 3
ENST00000424842 ENSG00000151208 protein_coding 13
ENST00000425013 ENSG00000011275 protein_coding 16
ENST00000425041 ENSG00000196363 protein_coding 15
ENST00000425235 ENSG00000233502 protein_coding 3
ENST00000425248 ENSG00000158623 protein_coding 16
ENST00000425408 ENSG00000099998 protein_coding 13
ENST00000425443 ENSG00000111799 protein_coding 15
ENST00000425537 ENSG00000176256 processed_transcript 1
ENST00000425592 ENSG00000232387 protein_coding 3
ENST00000426077 ENSG00000226479 protein_coding 16
ENST00000426155 ENSG00000112335 protein_coding 16
ENST00000426194 ENSG00000228835 protein_coding 4
ENST00000426263 ENSG00000117394 protein_coding 16
ENST00000426395 ENSG00000104870 protein_coding 16
ENST00000426431 ENSG00000185591 protein_coding 16
ENST00000426727 ENSG00000140367 protein_coding 11
ENST00000426855 ENSG00000141258 protein_coding 16
ENST00000426997 ENSG00000237651 protein_coding 3
ENST00000427159 ENSG00000108592 protein_coding 16
ENST00000427358 ENSG00000180185 protein_coding 16
ENST00000427512 ENSG00000197128 protein_coding 2
ENST00000427624 ENSG00000152475 protein_coding 9
ENST00000427704 ENSG00000112419 protein_coding 16
ENST00000427716 ENSG00000139132 protein_coding 16
ENST00000427980 ENSG00000224470 protein_coding 16
ENST00000428149 ENSG00000137760 protein_coding 16
ENST00000428155 ENSG00000228146 protein_coding 7
ENST00000428216 ENSG00000088888 protein_coding 16
ENST00000428288 ENSG00000106049 nonsense_mediated_decay 7
ENST00000428376 ENSG00000122852 protein_coding 1
ENST00000428969 ENSG00000175198 protein_coding 9
ENST00000429017 ENSG00000175879 protein_coding 3
ENST00000429154 ENSG00000159882 protein_coding 14
ENST00000429169 ENSG00000224997 protein_coding 5
ENST00000429205 ENSG00000161956 protein_coding 16
ENST00000429344 ENSG00000105298 protein_coding 15
ENST00000429360 ENSG00000128309 protein_coding 12
ENST00000429584 ENSG00000230797 protein_coding 3
ENST00000429701 ENSG00000125651 protein_coding 16
ENST00000430157 ENSG00000221983 protein_coding 16
ENST00000430350 ENSG00000171867 protein_coding 16
ENST00000430430 ENSG00000205189 protein_coding 16
ENST00000430629 ENSG00000158195 protein_coding 16
ENST00000430988 ENSG00000224361 protein_coding 3
ENST00000431326 ENSG00000260175 protein_coding 8
ENST00000431365 ENSG00000171136 protein_coding 3
ENST00000431388 ENSG00000224877 protein_coding 15
ENST00000431473 ENSG00000177181 protein_coding 11
ENST00000431698 ENSG00000205785 protein_coding 2
ENST00000431755 ENSG00000138688 protein_coding 16
ENST00000431790 ENSG00000132530 protein_coding 16
ENST00000431837 ENSG00000198001 protein_coding 15
ENST00000431964 ENSG00000090470 protein_coding 15
ENST00000432079 ENSG00000116747 processed_transcript 16
ENST00000432127 ENSG00000227345 protein_coding 16
ENST00000432196 ENSG00000234438 protein_coding 3
ENST00000432404 ENSG00000130540 nonsense_mediated_decay 3
ENST00000432529 ENSG00000144451 protein_coding 16
ENST00000432564 ENSG00000196917 protein_coding 10
ENST00000432671 ENSG00000112855 protein_coding 16
ENST00000432825 ENSG00000147912 protein_coding 16
ENST00000432899 ENSG00000143933 nonsense_mediated_decay 16
ENST00000432901 ENSG00000232838 protein_coding 16
ENST00000433197 ENSG00000178607 protein_coding 16
ENST00000433297 ENSG00000112972 protein_coding 16
ENST00000433351 ENSG00000116005 protein_coding 16
ENST00000433365 ENSG00000102575 protein_coding 15
ENST00000433375 ENSG00000126603 protein_coding 14
ENST00000433473 ENSG00000131238 protein_coding 16
ENST00000433642 ENSG00000189114 protein_coding 16
ENST00000433765 ENSG00000180720 protein_coding 3
ENST00000434006 ENSG00000229453 protein_coding 2
ENST00000434239 ENSG00000231824 protein_coding 3
ENST00000434436 ENSG00000071655 protein_coding 16
ENST00000434701 ENSG00000155287 protein_coding 16
ENST00000434704 ENSG00000064195 protein_coding 2
ENST00000434724 ENSG00000103342 protein_coding 16
ENST00000434752 ENSG00000228672 protein_coding 14
ENST00000434772 ENSG00000178386 protein_coding 16
ENST00000434814 ENSG00000184661 protein_coding 1
ENST00000434982 ENSG00000164512 protein_coding 7
ENST00000435041 ENSG00000198833 protein_coding 16
ENST00000435120 ENSG00000089693 protein_coding 16
ENST00000435174 ENSG00000108799 protein_coding 16
ENST00000435356 ENSG00000203392 protein_coding 5
ENST00000435445 ENSG00000144711 protein_coding 16
ENST00000435607 ENSG00000007314 protein_coding 12
ENST00000435634 ENSG00000223496 protein_coding 16
ENST00000435644 ENSG00000023287 protein_coding 16
ENST00000435907 ENSG00000182022 protein_coding 15
ENST00000435941 ENSG00000224236 protein_coding 5
ENST00000435989 ENSG00000204514 protein_coding 15
ENST00000436066 ENSG00000166289 protein_coding 16
ENST00000436129 ENSG00000130699 protein_coding 16
ENST00000436146 ENSG00000174748 nonsense_mediated_decay 13
ENST00000436342 ENSG00000158161 protein_coding 10
ENST00000436367 ENSG00000124788 protein_coding 16
ENST00000436370 ENSG00000124299 protein_coding 16
ENST00000436592 ENSG00000236882 protein_coding 8
ENST00000436860 ENSG00000159335 protein_coding 13
ENST00000436881 ENSG00000232434 protein_coding 2
ENST00000436886 ENSG00000160844 protein_coding 15
ENST00000436901 ENSG00000196355 protein_coding 6
ENST00000436941 ENSG00000101342 protein_coding 4
ENST00000437034 ENSG00000153113 protein_coding 16
ENST00000437044 ENSG00000161911 protein_coding 3
ENST00000437048 ENSG00000141252 protein_coding 16
ENST00000437131 ENSG00000144674 protein_coding 16
ENST00000437623 ENSG00000136560 protein_coding 16
ENST00000437635 ENSG00000189325 protein_coding 2
ENST00000437936 ENSG00000188293 protein_coding 3
ENST00000437941 ENSG00000117155 protein_coding 16
ENST00000438073 ENSG00000185068 protein_coding 16
ENST00000438097 ENSG00000114062 protein_coding 16
ENST00000438249 ENSG00000165476 protein_coding 14
ENST00000438389 ENSG00000063241 protein_coding 16
ENST00000438485 ENSG00000255767 protein_coding 15
ENST00000438651 ENSG00000225940 protein_coding 5
ENST00000438704 ENSG00000164104 protein_coding 15
ENST00000438705 ENSG00000232956 protein_coding 16
ENST00000438933 ENSG00000186185 protein_coding 2
ENST00000439065 ENSG00000128641 protein_coding 13
ENST00000439174 ENSG00000120063 protein_coding 16
ENST00000439262 ENSG00000115592 protein_coding 3
ENST00000439316 ENSG00000186510 protein_coding 1
ENST00000439365 ENSG00000130751 protein_coding 1
ENST00000439461 ENSG00000196214 protein_coding 16
ENST00000439649 ENSG00000151892 protein_coding 15
ENST00000439660 ENSG00000230055 protein_coding 16
ENST00000439880 ENSG00000101224 protein_coding 16
ENST00000440469 ENSG00000174013 protein_coding 4
ENST00000440528 ENSG00000225399 protein_coding 6
ENST00000440664 ENSG00000232560 protein_coding 4
ENST00000440767 ENSG00000227868 protein_coding 1
ENST00000440886 ENSG00000171517 protein_coding 6
ENST00000440928 ENSG00000182901 protein_coding 3
ENST00000440990 ENSG00000235471 protein_coding 15
ENST00000441003 ENSG00000198788 protein_coding 1
ENST00000441005 ENSG00000171055 protein_coding 14
ENST00000441020 ENSG00000115365 protein_coding 16
ENST00000441296 ENSG00000138768 protein_coding 16
ENST00000441448 ENSG00000197498 protein_coding 16
ENST00000441544 ENSG00000235478 protein_coding 1
ENST00000441586 ENSG00000189099 protein_coding 1
ENST00000441621 ENSG00000135902 nonsense_mediated_decay 3
ENST00000441717 ENSG00000166086 protein_coding 11
ENST00000441732 ENSG00000233670 protein_coding 4
ENST00000441843 ENSG00000179630 protein_coding 16
ENST00000441925 ENSG00000181744 protein_coding 9
ENST00000441946 ENSG00000131467 protein_coding 16
ENST00000442128 ENSG00000229689 protein_coding 2
ENST00000442267 ENSG00000109436 protein_coding 16
ENST00000442393 ENSG00000165806 protein_coding 6
ENST00000442497 ENSG00000180081 protein_coding 2
ENST00000442612 ENSG00000108785 protein_coding 9
ENST00000442934 ENSG00000153944 protein_coding 16
ENST00000443059 ENSG00000116260 protein_coding 16
ENST00000443157 ENSG00000131355 protein_coding 2
ENST00000443527 ENSG00000121671 protein_coding 16
ENST00000443667 ENSG00000174827 protein_coding 2
ENST00000443875 ENSG00000182326 nonsense_mediated_decay 15
ENST00000443980 ENSG00000157191 protein_coding 11
ENST00000444004 ENSG00000168411 protein_coding 16
ENST00000444065 ENSG00000091157 protein_coding 16
ENST00000444149 ENSG00000234284 protein_coding 15
ENST00000444227 ENSG00000232098 protein_coding 16
ENST00000444310 ENSG00000205832 protein_coding 1
ENST00000444352 ENSG00000172985 protein_coding 16
ENST00000444469 ENSG00000233493 protein_coding 9
ENST00000444597 ENSG00000100201 protein_coding 16
ENST00000444723 ENSG00000125975 protein_coding 1
ENST00000444738 ENSG00000236112 protein_coding 5
ENST00000444743 ENSG00000138297 protein_coding 16
ENST00000444842 ENSG00000082482 protein_coding 7
ENST00000445065 ENSG00000142892 protein_coding 16
ENST00000445101 ENSG00000233198 protein_coding 2
ENST00000445202 ENSG00000236027 protein_coding 2
ENST00000445307 ENSG00000234469 protein_coding 2
ENST00000445369 ENSG00000213937 protein_coding 4
ENST00000445755 ENSG00000007080 protein_coding 16
ENST00000445810 ENSG00000103148 nonsense_mediated_decay 16
ENST00000445907 ENSG00000181072 protein_coding 4
ENST00000446232 ENSG00000184224 protein_coding 1
ENST00000446344 ENSG00000205047 protein_coding 7
ENST00000446507 ENSG00000171611 protein_coding 2
ENST00000446588 ENSG00000180264 protein_coding 3
ENST00000446603 ENSG00000237787 protein_coding 2
ENST00000446656 ENSG00000124003 protein_coding 2
ENST00000446718 ENSG00000105778 protein_coding 16
ENST00000446829 ENSG00000112592 protein_coding 13
ENST00000447166 ENSG00000233438 protein_coding 7
ENST00000447295 ENSG00000226800 protein_coding 2
ENST00000447340 ENSG00000178055 protein_coding 2
ENST00000447521 ENSG00000101230 protein_coding 7
ENST00000448120 ENSG00000078246 protein_coding 16
ENST00000448471 ENSG00000250506 protein_coding 14
ENST00000448504 ENSG00000141337 protein_coding 16
ENST00000448557 ENSG00000165985 protein_coding 15
ENST00000448599 ENSG00000233041 protein_coding 1
ENST00000448615 ENSG00000232856 protein_coding 16
ENST00000448775 ENSG00000166250 protein_coding 14
ENST00000448940 ENSG00000143776 protein_coding 16
ENST00000448943 ENSG00000233608 protein_coding 12
ENST00000449081 ENSG00000112078 protein_coding 16
ENST00000449082 ENSG00000185313 protein_coding 2
ENST00000449167 ENSG00000152022 protein_coding 16
ENST00000449326 ENSG00000035687 protein_coding 14
ENST00000449465 ENSG00000234776 protein_coding 5
ENST00000449549 ENSG00000237172 protein_coding 15
ENST00000449706 ENSG00000168955 protein_coding 1
ENST00000449862 ENSG00000249242 protein_coding 15
ENST00000449873 ENSG00000092607 protein_coding 6
ENST00000449891 ENSG00000258984 nonsense_mediated_decay 6
ENST00000450554 ENSG00000063244 protein_coding 16
ENST00000450660 ENSG00000163705 protein_coding 1
ENST00000450693 ENSG00000186329 protein_coding 1
ENST00000450721 ENSG00000229070 protein_coding 4
ENST00000450985 ENSG00000197106 protein_coding 2
ENST00000451123 ENSG00000223519 protein_coding 1
ENST00000451137 ENSG00000142871 protein_coding 15
ENST00000451207 ENSG00000158485 protein_coding 1
ENST00000451315 ENSG00000225921 protein_coding 16
ENST00000451342 ENSG00000188674 protein_coding 1
ENST00000451672 ENSG00000241043 protein_coding 11
ENST00000451802 ENSG00000180479 protein_coding 11
ENST00000451882 ENSG00000226742 protein_coding 16
ENST00000452012 ENSG00000170142 protein_coding 16
ENST00000452112 ENSG00000216921 protein_coding 2
ENST00000452153 ENSG00000231625 protein_coding 9
ENST00000452328 ENSG00000077684 protein_coding 16
ENST00000452400 ENSG00000140396 protein_coding 16
ENST00000452401 ENSG00000005206 protein_coding 16
ENST00000452796 ENSG00000172992 protein_coding 16
ENST00000452892 ENSG00000101331 protein_coding 10
ENST00000452999 ENSG00000122779 protein_coding 16
ENST00000453304 ENSG00000182168 protein_coding 13
ENST00000453453 ENSG00000115234 nonsense_mediated_decay 15
ENST00000453693 ENSG00000163808 nonsense_mediated_decay 2
ENST00000454073 ENSG00000154957 protein_coding 16
ENST00000454109 ENSG00000225556 protein_coding 5
ENST00000454181 ENSG00000140280 protein_coding 5
ENST00000454282 ENSG00000083312 protein_coding 11
ENST00000454323 ENSG00000036257 nonsense_mediated_decay 16
ENST00000454337 ENSG00000261732 nonsense_mediated_decay 5
ENST00000454580 ENSG00000167642 protein_coding 15
ENST00000454652 ENSG00000114796 protein_coding 16
ENST00000454782 ENSG00000179165 protein_coding 1
ENST00000454923 ENSG00000122133 protein_coding 1
ENST00000455127 ENSG00000225663 protein_coding 16
ENST00000455156 ENSG00000078369 protein_coding 16
ENST00000455282 ENSG00000171291 protein_coding 5
ENST00000455783 ENSG00000234224 protein_coding 4
ENST00000455858 ENSG00000174989 protein_coding 16
ENST00000456150 ENSG00000114646 protein_coding 6
ENST00000456163 ENSG00000223874 protein_coding 4
ENST00000456208 ENSG00000179796 protein_coding 6
ENST00000456273 ENSG00000224975 protein_coding 15
ENST00000456324 ENSG00000167635 protein_coding 16
ENST00000456735 ENSG00000196712 protein_coding 16
ENST00000456936 ENSG00000134970 protein_coding 16
ENST00000456956 ENSG00000161643 protein_coding 2
ENST00000456958 ENSG00000229833 protein_coding 12
ENST00000457054 ENSG00000170248 protein_coding 16
ENST00000457093 ENSG00000234965 protein_coding 2
ENST00000457234 ENSG00000213904 protein_coding 7
ENST00000457257 ENSG00000215621 protein_coding 11
ENST00000457326 ENSG00000256812 protein_coding 2
ENST00000457354 ENSG00000139921 protein_coding 16
ENST00000457543 ENSG00000236609 protein_coding 15
ENST00000457800 ENSG00000198231 protein_coding 16
ENST00000457842 ENSG00000114853 protein_coding 15
ENST00000458258 ENSG00000119314 protein_coding 16
ENST00000458276 ENSG00000011198 protein_coding 16
ENST00000458385 ENSG00000164323 protein_coding 16
ENST00000458396 ENSG00000228344 protein_coding 16
ENST00000458403 ENSG00000224821 protein_coding 3
ENST00000458420 ENSG00000158258 protein_coding 15
ENST00000458537 ENSG00000136603 protein_coding 16
ENST00000458573 ENSG00000170807 protein_coding 5
ENST00000459673 ENSG00000148600 processed_transcript 6
ENST00000459894 ENSG00000156398 processed_transcript 9
ENST00000460006 ENSG00000101290 protein_coding 16
ENST00000460097 ENSG00000140931 processed_transcript 7
ENST00000460138 ENSG00000239264 retained_intron 12
ENST00000460450 ENSG00000114999 processed_transcript 16
ENST00000460508 ENSG00000179528 protein_coding 14
ENST00000460567 ENSG00000172340 protein_coding 4
ENST00000460665 ENSG00000119777 retained_intron 14
ENST00000461237 ENSG00000126860 protein_coding 13
ENST00000461366 ENSG00000128482 protein_coding 13
ENST00000462079 ENSG00000229972 processed_transcript 1
ENST00000462186 ENSG00000205246 processed_transcript 4
ENST00000462775 ENSG00000075391 protein_coding 14
ENST00000462989 ENSG00000047579 protein_coding 10
ENST00000462997 ENSG00000132664 processed_transcript 3
ENST00000463091 ENSG00000261603 protein_coding 3
ENST00000463340 ENSG00000122359 processed_transcript 16
ENST00000463417 ENSG00000131375 retained_intron 16
ENST00000463610 ENSG00000143149 processed_transcript 16
ENST00000463788 ENSG00000138279 processed_transcript 16
ENST00000463834 ENSG00000204128 retained_intron 4
ENST00000464167 ENSG00000182899 protein_coding 16
ENST00000464171 ENSG00000174891 protein_coding 16
ENST00000464918 ENSG00000047315 retained_intron 16
ENST00000465804 ENSG00000018408 protein_coding 15
ENST00000466212 ENSG00000187144 processed_transcript 5
ENST00000466227 ENSG00000108953 processed_transcript 16
ENST00000466415 ENSG00000215305 processed_transcript 16
ENST00000466465 ENSG00000116016 retained_intron 15
ENST00000466814 ENSG00000196428 protein_coding 16
ENST00000466830 ENSG00000187118 protein_coding 10
ENST00000467322 ENSG00000177888 processed_transcript 15
ENST00000467349 ENSG00000204822 retained_intron 16
ENST00000467371 ENSG00000115306 retained_intron 16
ENST00000467415 ENSG00000111843 processed_transcript 4
ENST00000467565 ENSG00000183036 processed_transcript 3
ENST00000467582 ENSG00000198917 processed_transcript 16
ENST00000467797 ENSG00000184924 retained_intron 16
ENST00000467812 ENSG00000100065 retained_intron 9
ENST00000468317 ENSG00000254536 protein_coding 2
ENST00000468690 ENSG00000153187 retained_intron 16
ENST00000468739 ENSG00000244094 protein_coding 2
ENST00000468955 ENSG00000146678 protein_coding 2
ENST00000469050 ENSG00000137038 processed_transcript 16
ENST00000469162 ENSG00000188257 processed_transcript 14
ENST00000469225 ENSG00000116288 processed_transcript 16
ENST00000469231 ENSG00000187164 processed_transcript 12
ENST00000469516 ENSG00000100156 processed_transcript 3
ENST00000469584 ENSG00000163634 nonsense_mediated_decay 16
ENST00000469613 ENSG00000163930 protein_coding 16
ENST00000469658 ENSG00000198054 processed_transcript 1
ENST00000469914 ENSG00000187753 processed_transcript 1
ENST00000469941 ENSG00000081154 processed_transcript 16
ENST00000470211 ENSG00000173728 processed_transcript 2
ENST00000470320 ENSG00000095637 processed_transcript 15
ENST00000470334 ENSG00000006075 retained_intron 2
ENST00000470341 ENSG00000163424 protein_coding 1
ENST00000470342 ENSG00000163467 processed_transcript 1
ENST00000470457 ENSG00000175756 processed_transcript 16
ENST00000470487 ENSG00000173905 protein_coding 16
ENST00000470795 ENSG00000163710 retained_intron 14
ENST00000470886 ENSG00000160208 retained_intron 12
ENST00000471382 ENSG00000123685 processed_transcript 7
ENST00000471462 ENSG00000157303 processed_transcript 8
ENST00000471817 ENSG00000130703 processed_transcript 16
ENST00000471847 ENSG00000050327 protein_coding 5
ENST00000472108 ENSG00000136878 processed_transcript 15
ENST00000472217 ENSG00000158773 retained_intron 16
ENST00000472247 ENSG00000134899 processed_transcript 16
ENST00000472354 ENSG00000167526 processed_transcript 3
ENST00000472524 ENSG00000168071 processed_transcript 4
ENST00000472542 ENSG00000188373 processed_transcript 2
ENST00000472570 ENSG00000166582 processed_transcript 16
ENST00000472616 ENSG00000006459 nonsense_mediated_decay 15
ENST00000473006 ENSG00000137285 processed_transcript 2
ENST00000473414 ENSG00000114744 protein_coding 16
ENST00000473620 ENSG00000125534 processed_transcript 16
ENST00000474024 ENSG00000125868 processed_transcript 14
ENST00000474141 ENSG00000188186 processed_transcript 15
ENST00000474176 ENSG00000101150 processed_transcript 16
ENST00000474363 ENSG00000177565 retained_intron 14
ENST00000474486 ENSG00000158882 processed_transcript 4
ENST00000474547 ENSG00000120937 processed_transcript 1
ENST00000474713 ENSG00000106351 processed_transcript 13
ENST00000474889 ENSG00000144724 protein_coding 15
ENST00000474942 ENSG00000124116 processed_transcript 2
ENST00000475185 ENSG00000134490 processed_transcript 6
ENST00000475229 ENSG00000215790 processed_transcript 1
ENST00000475369 ENSG00000237276 processed_transcript 1
ENST00000475407 ENSG00000136935 processed_transcript 16
ENST00000475797 ENSG00000168509 protein_coding 2
ENST00000476216 ENSG00000130414 retained_intron 16
ENST00000476389 ENSG00000151360 retained_intron 2
ENST00000476434 ENSG00000161203 retained_intron 16
ENST00000476458 ENSG00000079691 processed_transcript 14
ENST00000476804 ENSG00000235156 protein_coding 1
ENST00000476906 ENSG00000261210 nonsense_mediated_decay 1
ENST00000477066 ENSG00000197122 processed_transcript 10
ENST00000477264 ENSG00000171603 processed_transcript 16
ENST00000477590 ENSG00000198765 processed_transcript 1
ENST00000477595 ENSG00000133027 processed_transcript 11
ENST00000477645 ENSG00000109471 retained_intron 1
ENST00000477709 ENSG00000120054 processed_transcript 1
ENST00000477916 ENSG00000197880 processed_transcript 1
ENST00000477973 ENSG00000163602 protein_coding 16
ENST00000478081 ENSG00000187862 processed_transcript 1
ENST00000478238 ENSG00000139351 retained_intron 5
